conv_id	turn_id	topic	head	relation	tail
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	1	The Witcher	The Witcher	P577	YEAR::1986
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	3	The Witcher	The Witcher	<UNK>	YEAR::2007
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	5	The Witcher	The Witcher	<UNK>	Doug Cockle
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	7	The Witcher	The Witcher	<UNK>	BOOL::Yes
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Witcher	9	The Witcher	The Witcher	<UNK>	Cirilla Fiona Elen Riannon
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	1	Watership Down	Watership Down	<UNK>	Richard Adams
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	3	Watership Down	Watership Down	<UNK>	United Kingdom
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	5	Watership Down	Watership Down	P577	YEAR::1920
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	7	Watership Down	Watership Down	<UNK>	rabbit
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_Watership_Down	9	Watership Down	Watership Down	P577	YEAR::1972
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	0	Bulgakov	Bulgakov	P50	Mikhail Bulgakov
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	1	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	2	Bulgakov	Bulgakov	P577	YEAR::1891
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	3	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	4	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	5	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	6	Bulgakov	Bulgakov	<UNK>	Mikhail Lermontov
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	7	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	8	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_Harry_Potter_and_the_Philosophers_Stone	9	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	1	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sir Arthur Conan Doyle
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	3	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sherlock Holmes
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	5	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Dr. John Watson
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	7	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Memoirs of Sherlock Holmes
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Hound_of_the_Baskervilles	9	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Return of Sherlock Holmes
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	1	The Great Gatsby	The Great Gatsby	<UNK>	The Great Gatsby
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	3	The Great Gatsby	The Great Gatsby	<UNK>	F. Scott Fitzgerald
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	5	The Great Gatsby	The Great Gatsby	<UNK>	BOOL::No
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	7	The Great Gatsby	The Great Gatsby	P50	Zelda Fitzgerald
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Great_Gatsby	9	The Great Gatsby	The Great Gatsby	<UNK>	Frances Scott Fitzgerald
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	0	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Mark Twain
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	1	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	2	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	BOOL::Yes
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	3	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	4	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Mississippi River
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	5	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	6	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	P123	Chatto & Windus
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	7	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	8	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Huckleberry Finn
mixed_Adventures_of_Huckleberry_Finn_Harry_Potter_and_the_Philosophers_Stone	9	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	1	The Stand	The Stand	<UNK>	Stephen King
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	3	The Stand	The Stand	P136	post-apocalyptic;horror
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	5	The Stand	The Stand	P577	YEAR::1978
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	7	The Stand	The Stand	<UNK>	Doubleday
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Stand	9	The Stand	The Stand	<UNK>	Captain Trips
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	0	Ender's Game	Ender's Game	P577	YEAR::1985
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	1	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	2	Ender's Game	Ender's Game	<UNK>	Orson Scott Card
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	3	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	4	Ender's Game	Ender's Game	P136	science fiction
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	5	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	6	Ender's Game	Ender's Game	<UNK>	BOOL::Yes
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	7	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	8	Ender's Game	Ender's Game	P50_reverse	COUNT::6
mixed_Ender's_Game_Harry_Potter_and_the_Philosophers_Stone	9	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	0	Digital Fortress	Digital Fortress	<UNK>	Digital Fortress
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	1	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	2	Digital Fortress	Digital Fortress	P577	YEAR::1998
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	3	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	4	Digital Fortress	Digital Fortress	<UNK>	Seville
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	5	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	6	Digital Fortress	Digital Fortress	<UNK>	BOOL::Yes
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	7	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	8	Digital Fortress	Digital Fortress	<UNK>	National Security Agency
mixed_Digital_Fortress_Harry_Potter_and_the_Philosophers_Stone	9	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	1	The Suicide Prince	The Suicide Prince	<UNK>	BOOL::Yes
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	3	The Suicide Prince	The Suicide Prince	P50_reverse	Mr. Mercedes
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	5	The Suicide Prince	The Suicide Prince	P577	YEAR::2015
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	7	The Suicide Prince	The Suicide Prince	P50	Portland
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_The_Suicide_Prince	9	The Suicide Prince	The Suicide Prince	P577	BOOL::Yes
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	1	Stephen King	Stephen King	P577	21 September 1947
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	3	Stephen King	Stephen King	<UNK>	IT
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	5	Stephen King	Stephen King	P50_reverse	The Dark Tower: The Gunslinger
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	7	Stephen King	Stephen King	<UNK>	The Running Man
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_Stephen_King	9	Stephen King	Stephen King	<UNK>	Charlie the Choo-Choo: From the World of The Dark Tower
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	1	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	3	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	5	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	7	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_Harry_Potter_and_the_Philosophers_Stone	9	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	1	Inferno	Inferno	P50	Dan Brown
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	3	Inferno	Inferno	P577	14 May 2013
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	5	Inferno	Inferno	<UNK>	Origin
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	7	Inferno	Inferno	P50	22 June 1964
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_Inferno	9	Inferno	Inferno	<UNK>	Exeter
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	J.K. Rowling
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	3	Twilight	Twilight	<UNK>	05 October 2005
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	4	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P1476	Harry Potter and the Chamber of Secrets
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	6	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Prisoner of Azkaban
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	8	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Goblet of Fire
mixed_Harry_Potter_and_the_Philosophers_Stone_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Harry_Potter_and_the_Philosophers_Stone_Jaws	0	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	<UNK>	Harry Potter and the Sorcerer's Stone
mixed_Harry_Potter_and_the_Philosophers_Stone_Jaws	1	Jaws	Jaws	P50	Peter Benchley
mixed_Harry_Potter_and_the_Philosophers_Stone_Jaws	2	Harry Potter and the Philosophers Stone	Harry Potter and the Philosophers Stone	P50	J.K. Rowling
